# This file contains information from one execution 		# 2010-12-30 22:23:37 resultFile [INFO] 
# Author: Gonzalo Aguilar Delgado <gaguilar@aguilardelgado.com> 		# 2010-12-30 22:23:37 resultFile [INFO] 
# Iteration	Chats	Succeded	Error	MeanFitness 		# 2010-12-30 22:23:37 resultFile [INFO] 
	0		0	0		0		0 		# 2010-12-30 22:23:37 resultFile [INFO] 
	0.010000	99	14		85		0.67 		# 2010-12-30 22:23:37 resultFile [INFO] 
	0.020000	198	24		174		0.65 		# 2010-12-30 22:23:37 resultFile [INFO] 
	0.030000	297	33		264		0.65 		# 2010-12-30 22:23:37 resultFile [INFO] 
	0.040000	396	42		354		0.65 		# 2010-12-30 22:23:37 resultFile [INFO] 
	0.050000	495	50		445		0.64 		# 2010-12-30 22:23:37 resultFile [INFO] 
	0.060000	594	59		535		0.64 		# 2010-12-30 22:23:37 resultFile [INFO] 
	0.070000	693	69		624		0.63 		# 2010-12-30 22:23:37 resultFile [INFO] 
	0.080000	792	78		714		0.63 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.090000	891	87		804		0.62 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.100000	990	96		894		0.62 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.110000	1089	105		984		0.62 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.120000	1188	115		1073		0.61 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.130000	1287	124		1163		0.61 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.140000	1386	134		1252		0.62 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.150000	1485	145		1340		0.61 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.160000	1584	154		1430		0.62 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.170000	1683	162		1521		0.62 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.180000	1782	169		1613		0.61 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.190000	1881	176		1705		0.61 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.200000	1980	183		1797		0.61 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.210000	2079	190		1889		0.62 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.220000	2178	197		1981		0.62 		# 2010-12-30 22:23:38 resultFile [INFO] 
	0.230000	2277	204		2073		0.62 		# 2010-12-30 22:23:38 resultFile [INFO] 
